english,polish,polish_alternatives
cache,tajny,
cacophony,kakofonia,
cad,projektowanie,
cadence,melodia,
cadge,ciągnąć,
caesarean,cięcie cesarskie,
caesarean section,cięcie cesarskie,
cafeteria,bar samoobsługowy,stołówka
cagey,wstrzemięźliwy,
caked,zastygły,"zakrzepły
 2.  oblepiony"
cal,kaloria,
calamitous,fatalny,
calamity,klęska,nieszczęście
calcium,wapń,
calculus,rachunek,
calendar,kalendarzowy,
calf,"młode
 2.  łydka",
california,kalifornia,
caller,odwiedzający,dzwoniący
calling,powołanie,
callous,gruboskórny,
calm,uspokajać,
calorie,kaloria,
calve,cielić,wydawać młode
cambodia,kambodża,
cambodian,kambodżański,kambodżanin
camel,wielbłąd,
cameo,miniaturka,
camomile,rumianek,
camp,mieszkać w namiocie,
camping,obozowanie,
canal,kanał,kanał sztuczny
canary,kanarek,
cancellation,odwołanie,
candied,kandyzowany,
candle,świeca,
candlestick,świecznik,
candor,otwartość,szczerość
candour,otwartość,szczerość
candy,cukierek,słodycze
canned,puszkowany,
canonize,kanonizować,
canopy,sklepienie,
cantankerous,zrzędliwy,
canteen,stołówka,
canvas,płótno,"brezent
 2.  płótno"
cap,przelicytowywać,
capability,zdolności,potencjał
capable,uzdolniony,
caper,hopsać,
capillary,naczynie włoskowate,
capital,śmierci,
capitalise,korzystać,
capitalism,kapitalizm,
capitalistic,kapitalistyczny,
capitalize,korzystać,
capricious,kapryśny,
capsize,wywracać,wywracać się
captivate,fascynować,
carafe,karafka,
caraway,kminek,
carbohydrate,węglowodan,
carbon,kalka,
cardboard,tekturowy,
cardiac,nasercowy,
career,wpadać,
careful,uważaj,
careless,niedbały,"nieostrożny
 2.  beztroski"
caress,gładzić,i.    pieścić
cargo,ładunek,
caricature,karykaturować,
caring,czuły,czułość
carnage,rzeź,
carnal,cielesny,płciowy
carnation,goździk,
carnival,karnawał,
carnivore,zwierzę,
carnivorous,mięsożerny,
carol,kolęda,
carpenter,cieśla,
carpet,pokrywać,
carried away,poniesiony,
carrier,reklamówka,
cartilage,chrząstka,
cartridge,nabój,
carve,pokawałkować,
carving,nóż,
case,skrzynia,
cash,gotówka,
casing,obudowa,
cask,beczka,
casket,skrzynka,"szkatułka
 2.  trumna"
casserole,garnek,
castigate,ganić,gromić
castiron,żeliwny,
castor,kółko,
castrate,kastrować,
casual,naturalny,przypadkowy
cataclysm,kataklizm,
catalog,"i.    katalog
ii.    katalogować",
catalogue,"i.    katalog
ii.    katalogować",
catastrophic,katastroficzny,
catch,chwytać,"uderzyć|zamknięcie 
 3.  problem"
catchphrase,hasło dnia,
categorical,kategoryczny,
categorize,dzielić,kategoryzować
category,kategoria,
cater,troszczyć,zaspokajać potrzeby
caterpillar,gąsienica,
catholic,katolik,
cattle,bydło,
catty,złośliwy,
caucus,klika,
causal,logiczny,
caustic,kaustyczny,"zgryźliwy|żrący
 2.  kostyczny"
caution,ostrzeżenie,ostrzegać|przestrzegać
cautious,ostrożny,
cavernous,ogromny,
cavort,baraszkować,zabawiać się
caw,krakać,
cc,rozdziały,
cdr,dowódca,
cease,kończyć,
ceasefire,zawieszenie,
ceaseless,bezustanny,
cede,cedować,przekazywać
celebrated,doceniany,
celebration,obchód,
celebrity,znakomitość,
celestial,niebiański,
celibate,bezżenny,
cellular,komórkowy,
cement,przycementować,utwierdzać
censor,cenzorować,
censure,krytykować,
census,spis ludności,
centigrade,stustopniowa,
central,położony,"główny 
ii.  central heating"
centralize,centralizować,
centred,skupiony,usytuowany (in - wokół
cereal,płatki,
ceremonial,obrzędowy,ceremoniał|rytuał
ceremonious,ceremonialny,
ceremony,ceremonia,
cert,zaświadczony,
certainly,że,
certificate,zaświadczenie,świadectwo
certitude,pewność,
cf,porównaj,
ch,rozdział,
chafe,ocierać,
chair,przewodniczyć,
chairman,przewodniczący,
chairperson,przewodniczący,
chairwoman,przewodnicząca,
chalet,chatka,
chalky,kredowy,pokryty kredą
challenge,kwestionowanie,
challenging,prowokujący,
chamber,muzyka,
chambermaid,pokojówka,
changeable,zmienny,
chaotic,chaotyczny,
chap,rozdział,gość
chaperon,"i.    przyzwoitka
ii.    pilnować",opiekować się
chaperone,"i.    przyzwoitka
ii.    pilnować",opiekować się
chapped,spierzchnięty,
chapter,rozdział,
characteristic,charakterystyczny,
characterize,charakteryzować,
charcoal,węgiel,
charge,zajmować,
charismatic,charyzmatyczny,
charitable,uprzejmy,"łaskawy 
 2.  charytatywny"
charity,dobroczynność,
charming,czarujący,
charred,osmalony,
chartered,biegły,
chase,gonić,
chasten,kajać,
chastise,bić,
chastity,cnotliwość,czystość
chat,gawędzić,
chateau,dwór,
chatter,szczękanie,
chatterbox,gaduła,
chauvinism,szowinizm,
chauvinist,szowinistyczny,
checkroom,szatnia,
cheekbone,kość,
cheeky,bezczelny,
cheer,rozchmurzać,
cheerful,radosny,
cheerily,radośnie,
cheering,pokrzepiający,
cheerio,cześć,
cheery,radosny,
cheesecake,sernik,
chemist,drogeria,
cherish,piastować,"utrzymywać|żywić
 2.  miłować"
cherry,czereśnia,wiśniowy|czereśniowy
chestnut,kasztanowy,
chewing gum,żucia,
chic,szykowny,
chicken,spłoszyć,
chicory,cykoria,
chide,strofować,
chiefly,głównie,
chieftain,wódz,
chiffon,szyfonowy,
chilblain,odmrożenie,
child,dziecko,
childbearing,poród,
childbirth,narodziny,poród
childhood,dzieciństwo,
childish,dziecinny,
childless,bezdzietny,
childlike,dziecięcy,
chill,chłodzić,
chilly,czuć,
chime,wtórować,
chin,podbródek,
china,chiny,
chinese,chiński,chińczyk
chink,pobrzękiwanie,brzęczeć
chip,kość,obijać się|wiórek|wyszczerbiać
chirp,ćwierkać,
chisel,wycinać,
chivalry,rycerskość,
chocolate,czekoladka,
choice,wyborowy,
choir,chór,
choke,dusić,dławić
choose,wybierać,postanawiać
choosy,wybredny,
choppy,pofalowany,
choral,chóralny,
chore,harówka,
choreographic,choreografia,
choreography,choreografia,
chortle,uśmiać,zaśmiewać się
chorus,śpiewać,
chosen,wybrany,
christen,nazwać,
christening,chrzciny,
christian,imię,
christianity,chrześcijaństwo,
christmas,choinka,wigilia bożego narodzenia
chronic,chroniczny,
chronicle,zapisywać,
chronological,chronologiczny,
chrysalis,poczwarka,oprzęd
chubby,pulchny,
chuckle,chichotać,podśmiewać się
chug,stukotać,turkotać|łoskotać
chunk,kawał,
church,kościół,
churchman,duchowny,
churlish,grubiański,
churn,bełtać,i.    maślnica|kotłować|wywracać się
château,dwór,
cid,wydział,
cider,jabłecznik,wino jabłkowe
cinc,głównodowodzący,
cinch,łatwizna,
cinder,popiół,
cinematic,kinowy,
circa,około,
circuitous,okrężny,
circular,okrągły,"okólny|okrężny
ii.    okólnik"
circularity,błąd,błędne koło
circulate,krążyć,rozpowszechniać|rozsyłać
circumcise,obrzezywać,
circumcision,obrzezanie,
circumference,obwód,
circumscribe,ograniczać,
circumspect,rozważny,
circumstance,okoliczności,
cis,wspólnota niepodległych państw,
cissy,maminsynek,
cistern,zbiornik,
cite,przytaczać,pozywać|wzywać
citrus,cytrusowy,
civil,domowa,
civilise,cywilizować,
civility,przyzwoitość,uprzejmość
civilize,cywilizować,
civilized,cywilizowany,kulturalny
claim,żądanie,sąd|wysuwać żądania
clairvoyant,jasnowidzący,
clamber,gramolić,
clamor,"wołać 
 2.  alarmować",
clamour,"wołać 
 2.  alarmować",
clamp,przyhamowywać,
clang,dzwonić,dźwięk|i.    dźwięczeć|odgłos
clank,szczękać,szczęk
clarification,objaśnienie,wyjaśnienie
clarify,wyjaśniać,
clarity,przejrzystość,"jasność
 2.  precyzyjność"
clash,hałas,"zderzenie
 4.  łoskot"
clasp,przytulać,"przyciskać
ii.    klamra|sprzączka"
class,zajęcia,"warstwa
ii.   1.  klasyfikować|warstwa społeczna"
classic,klasyczny,
classical,klasyczny,"poważny
 3.  starożytny"
classify,klasyfikować,
classy,z klasą,
clatter,brzęczeć,"stukot
ii.    stukać"
claustrophobia,klaustrofobia,
claw,wpijać się,
clean,czyścić,sprzątać
cleaner,pralnia,
cleanliness,schludność,
cleanly,gładko,"porządnie
ii.    schludny"
cleanse,oczyszczać,
cleanser,płyn,
clearcut,wyraźny,
clearheaded,jasno myślący,
cleavage,rozstęp,
cleft,pęknięcie,
clemency,wyrozumiałość,łaskawość
clench,zaciskać,
clergy,duchowieństwo,
clergyman,duchowny,
clerical,biurowy,
clever,inteligentny,"pomysłowy|zdolny
 2.  zmyślny"
cliche,komunał,
cliché,komunał,
click,"zaskoczyć
ii.    pstryknięcie",
climb,złazić,
climber,pnącze,roślina pnąca
climbing,alpinistyka,
clinch,załatwić,
cling,nie odstępować,
clinging,niesamodzielny,przylegający
clinic,klinika,
clinical,kliniczny,sterylny
clip,wycinać,"zapięcie
 2.  wideo klip"
clipboard,notatnik,
clippers,nożyczki,
clipping,wycinek,
cloak,"peleryna
 2.  płaszczyk","pokrywka
ii.    okryć|przykryć"
clobber,przywalić,pobić
clod,bryła,
clog,blokować,i.    zatykać|zatykać
cloister,krużganek,
clone,"składak
ii.    klonować",
closeknit,blisko,
closeset,blisko,
closet,naradzać,
closeup,zbliżenie,
closure,zamknięcie,
cloth,materiał,szmatka
clothe,ubierać,ubierać się
clothing,odzież,
cloudy,zachmurzony,"szary
 2.  mętny"
clove,ząbek,
club,bić,
cluck,kręcić głową,
clue,wskazówka,
clump,tupać,stąpać
clumsy,niezręczny,"niezgrabny
 2.  nieporęczny"
clunk,łomot,
clutter,bałagan,"nieład
ii.    zawalać"
cm,wspólny,
co,do rąk,dowódca
coagulate,krzepnąć,"koagulować
 2.  gęstnieć|stygnąć"
coal,węgiel,
coalesce,jednoczyć,łączyć się
coalface,przodek,
coalfield,pokład,pokład węglowy|złoże|złoże węgla
coalmine,kopalnia,kopalnia węgla
coalminer,górnik,górnik węglowy
coarse,"szorstki
 2.  grubiański",
coastal,przybrzeżny,
coastline,linia,
coating,powłoka,
coax,nakłaniać,namawiać
cobweb,pajęczyna,
cockerel,kogucik,
cockle,mięczak,
cocksure,pewny,
cocktail,alkoholowy,
cocky,zarozumiały,
coconut,kokosowy,
cocooned,opatulony,odizolowany
cod,płatne przy odbiorze,
coddle,rozpieszczać,
code,"szyfrować
iii.  code name",
codify,kodyfikować,ustalać
coerce,przymuszać,
coexist,koegzystować,współistnieć
coffee,stolik,
cogent,przekonujący,
cognitive,kognitywny,
cogwheel,zębatka,
cohabit,współżyć,
coherent,koherentny,spójny
cohesion,spójność,zwartość
cohesive,spójny,
coil,"spirala
ii.    zwijać się",zwijać
coinage,monetarny,
coincide,pokrywać,"zachodzić 
 3.  współbrzmieć"
coincidence,zbieg okoliczności,
col,"col.
  płk pułkownik",płk
colic,kolka,
collaborate,współpracować,kolaborować
collaboration,współpraca,
collaborator,współpracownik,
collapsible,składany,
collate,porównywać,zestawiać
collective,kolektywny,wspólny
college,związek,
collide,zderzać się,
colliery,kopalnia,
collision,zderzenie,
colloquial,kolokwialny,
cologne,woda kolońska,
colonel,pułkownik,
colonial,kolonialny,
colonize,kolonizować,
colony,kolonia,
colorful,barwny,
colossal,kolosalny,
colourful,barwny,
colt,źrebak,
columbia,kolumbia,
coma,śpiączka,
combine,łączyć,
combustion,zapłon,
comedian,komik,
comedy,komedia,
comely,nadobny,
comical,komiczny,
comma,przecinek,
command,"rozkazywać
 2.  żądać",
commandant,dowódca,
commandeer,rekwirować,przejmować
commander,głównodowodzący,
commanding,przewodzący,"panujący
 2.  imponujący"
commemorate,upamiętniać,obchodzić
commence,rozpoczynać,rozpoczynać się
commend,chwalić,
commendable,chwalebny,
commendation,pochwała,
commensurate,współmierny,
comment,komentować,
commentary,sprawozdanie,
commercial,finansowy,komercyjny
commercialize,komercjalizować,
commiserate,współczuć,
commission,"zamawiać
ii.   1.  zamówienie",
commit,popełniać,kierować|wyuczać się|zobowiązywać się do czegoś
commodity,artykuł,artykuł handlowy
commonlaw,o trwałym pożyciu małżeństwo,
communal,wspólny,
communicate,komunikować,rozumieć się
communicative,komunikatywny,
communion,"współuczestnictwo
 2.  komunia",
communist,komunistyczny,
commute,dojeżdżać,dojeżdżać do pracy
commuter,dojeżdżający,
comp,porównaj,
compact,zagęszczać,
company,spółka,
comparable,dający,porównywalny
comparative,wyższy,
compare,w porównaniu do,wypadać niekorzystnie w porównaniu
comparison,w porównaniu,
compartment,przedział,przegródka
compassion,litość,współczucie
compatible,kompatybilny,
compel,przyciągać,
compelling,istotny,
compensate,rekompensować,kompensować|równoważyć
compensatory,rekompensacyjny,"wyrównawczy
 2.  resocjalizacyjny"
compere,"konferansjer
ii.    prowadzić konferansjerkę",
compete,rywalizować,współzawodniczyć
competence,sprawność,
competent,kompetentny,
competition,konkurować,
competitive,rywalizujący,
competitor,zawodnik,
compilation,"zbiór
 2.  kompilowanie",
compile,kompilować,zestawiać
complement,uzupełniać,"uwydatniać
ii.   1.  uzupełnienie"
complementary,uzupełniający,uzupełniający się
completion,ukończenie,zakończenie
complexity,skomplikowanie,"złożoność
 2. complexities  zawiłość"
compliance,ustępliwość,
compliant,ustępliwy,
complicate,komplikować,
complicated,skomplikowany,
complicity,współudział,
compliment,pozdrowienia,prawić
complimentary,uprzejmy,"wyrażający uznanie
 2.  bezpłatny"
comply,podporządkowywać się,ustępować
component,część,część składowa
composite,składanka,
composure,równowaga,spokój
compound,podwórze,związek|pogarszać
comprehend,pojmować,rozumieć
comprehensible,zrozumiały,
comprehension,pojmowanie,rozumienie
comprehensive,wyczerpujący,szkoła ogólnokształcąca
compress,zaciskać,"kondensować|sprężać
 2.  ściskać"
compression,sprężanie,
comprise,składać się na,
compromise,szargać,
compulsion,natręctwo,
compulsory,obowiązkowy,
computation,obliczenie,
compute,obliczać,wyliczać
computer,umiejętność posługiwania się komputerami,
computerize,przechowywać,
compère,"konferansjer
ii.    prowadzić konferansjerkę",
con,urabiać,"oszukiwać
ii.    szwindel"
concave,wklęsły,
concede,przyznawać,"przyznawać słuszność
 2.  uznawać"
conceit,zarozumiałość,
conceited,zarozumiały,
conceivable,wyobrażenia,wyobrażalny
conceive,począć,
concentrated,stężony,"zagęszczony
 2.  skoncentrowany"
concentration,skupienie się,
concentric,koncentryczny,współśrodkowy
concept,pojęcie,
conceptual,pojęciowy,
concerning,się,odnoszący się|tyczący się
concerted,zgodny,
conciliate,pogodzić się,udobruchać
conciliation,pogodzenie się,pojednanie się
concise,zwięzły,
conclude,wyciągać,finalizować
conclusion,wniosek,zakończenie
conclusive,decydujący,rozstrzygający
concoct,sklecać,preparować
concomitant,współistniejący,
concord,pogodzenie,
concurrence,współwystępowanie,
concurrent,współwystępujący,
concussed,po wstrząsie mózgu,
concussion,wstrząs mózgu,
condemn,potępiać,
condemnation,krytyka,potępienie
condemned,skazany na śmierć,
condensation,skroplenie,
condense,ścieśniać,"kondensować
 2.  skraplać się|skraplać"
condescend,raczyć,zniżać się
condescending,pełen,
condescension,poczucie,protekcjonalność
condition,warunkować,"warunek
 4.  dolegliwość"
conditional,stanowić warunek czegoś,
conditioner,odżywka,"odżywka
 2.  płyn zmiękczający"
condominium,budynek,mieszkanie własnościowe
condone,przyzwalać,rozgrzeszać
conduct,prowadzić,"przeprowadzanie
 2.  zachowanie się"
confer,dyskutować,porównaj
confess,przyznawać,szczerze mówiąc
confessed,jawny,
confidant,powiernik,
confide,wyznawać,pokładać zaufanie
confidence,zaufanie,
confidential,poufny,
configuration,układ,
configure,konfigurować,
confine,ograniczać,odosabniać
confirm,potwierdzać,bierzmować
confirmation,potwierdzenie,bierzmowanie
confiscate,konfiskować,
conflagration,pożoga,
conform,podporządkowywać,
conformist,konformistyczny,
confound,wprawiać w zmieszanie,
confront,konfrontować,
confusing,mylący,
congeal,krzepnąć,tężeć
congested,zatłoczony,
congestion,zatłoczenie,zastój
conglomeration,zbiór,
congratulate,gratulować,
congratulations,życzenia,
congratulatory,gratulacyjny,
congregate,zbierać,
conical,stożkowy,
conifer,szpilkowe,
conjecture,domniemanie,
conjugal,małżeński,
connect,przytwierdzać,"podłączać
 3.  łączyć|przymocowywać 
 2.  przyłączać"
connected,odnosić się,
connive,zmawiać się,
conquer,podbijać,pokonywać|opanowywać
conquest,opanowanie,
consciencestricken,pełen wyrzutów sumienia,
conscientious,sumienny,
consciousness,przytomność,świadomość
conscription,pobór,
consecrate,poświęcać,
consecration,poświęcenie,
consecutive,kolejny,
consequent,następujący,późniejszy
conservatory,oranżeria,
conserve,zachowywać,"chronić|oszczędzać
 2.  zabezpieczać"
consider,wszystko razem wziąwszy,
considerate,pełen względów,
consideration,przemyślenie,
considering,biorąc,
consign,odkładać,składać
consignment,przesyłka,
consistent,konsekwentny,"wytrwały
 2.  spójny"
consolidate,umacniać,konsolidować|łączyć|łączyć się
consolidation,umacnianie,łączenie
consonant,spółgłoska,
consort,małżonek,małżonek panującego|małżonka panującego
conspicuous,rzucający się w oczy,wyróżniający|wyróżniający się
constable,posterunkowy,
constabulary,okręg policyjny,
constancy,stałość,
constipation,zatwardzenie,
constituency,okręg wyborczy,
constituent,część,
constitutional,konstytucyjny,
constrict,ściskać,"uciskać
 2.  ograniczać|zawężać"
constriction,ściskanie,ograniczenie
construct,budować,"konstruować
 2.  nadawać strukturę"
constructive,konstruktywny,
construe,interpretować,
consular,konsularny,
consultancy,konsultingowe,
consulting room,pokój przyjęć,
consume,pochłaniać,
consummate,doskonały,"osiągać
ii.    skończony|spełniać
 2.  dopełniać|wykorzystywać"
cont,ciąg,
contact,kontaktować,"styczność
 2.  zetknięcie"
contagious,zakaźny,zaraźliwy
contain,trzymać w ryzach,
container,pojemnik,
contaminate,zakażać,zanieczyszczać
contaminated,zakażony,
contamination,zakażenie,
contemplate,rozważać,"przemyśliwać
 3.  kontemplować|wpatrywać się|wpatrywać się w coś"
contemplative,kontemplacyjny,kontemplujący
contemporary,współczesny,ówczesny
contempt,mieć coś w pogardzie,
contemptible,godny,
contestant,biorący,
continental,kontynentalny,
contingency,ewentualność,
contingent,oddział,
continual,nieustanny,ustawiczny|ciągły
continuance,ciągłość,trwałość
continuation,kontynuowanie,"przedłużenie|trwałość
 2.  kontynuacja"
continuity,ciągłość,
continuous,ciągła,
continuum,ciągłość,
contort,wykrzywiać się,wykręcać się
contortion,wykręcanie się,
contraceptive,antykoncepcyjny,środek antykoncepcyjny
contract,zachorować,
contractor,przedsiębiorca,
contradict,zaprzeczać,przeczyć
contradictory,sprzeczny,
contraption,urządzenie,
contrary,odmienny,
contrast,odróżniać,
contravene,naruszać,przekraczać
contribute,nadsyłać,"wpłacać 
 3.  publikować"
